FileDate,recsSort,AgencyName,SecondAgencyName,AIN,AssessorID,TaxRateArea,TaxRateArea_CITY,PropertyLocation,PropertyUseCode,GeneralUseType,SpecificUseType,SpecificUseDetail1,SpecificUseDetail2,ParcelBoundaryDescription,DateNewParcelActivated
10/20/2015,7104,INGLEWOOD CITY, ,4032002915,4032-002-915,04595,INGLEWOOD  ,3843 W 102ND ST  INGLEWOOD CA  90303-1007,010V,Residential,Single Family Residence, ,Vacant Land,LOCKHAVEN TRACT W 73 OF LOT 73, 
10/20/2015,7105,INGLEWOOD CITY, ,4032002916,4032-002-916,04595,INGLEWOOD  ,3851 W 102ND ST  INGLEWOOD CA  90303-1007,010V,Residential,Single Family Residence, ,Vacant Land,LOCKHAVEN TRACT POR OF LOT 18, 
10/20/2015,7106,INGLEWOOD CITY, ,4032002917,4032-002-917,04595,INGLEWOOD  ,3821 W 102ND ST  INGLEWOOD CA  90303-1007,010V,Residential,Single Family Residence, ,Vacant Land,LOCKHAVEN TRACT EX OF ST LOT 15, 
10/20/2015,7108,INGLEWOOD CITY, ,4032003914,4032-003-914,04595,INGLEWOOD  ,3700 W CENTURY BLVD  INGLEWOOD CA  90303-1106,010V,Residential,Single Family Residence, ,Vacant Land,TR=2464 EX OF ST LOTS 5 THRU 9 AND 29 AND W 22 FT OF LOT 10 BLK 10, 
10/20/2015,7109,INGLEWOOD CITY, ,4032003915,4032-003-915,04595,INGLEWOOD  ,3703 W 102ND ST  INGLEWOOD CA  90303-1103,300V,Industrial,Industrial, ,Vacant Land,TR=2464 EX OF ST LOT 28 BLK 10, 
10/20/2015,7112,INGLEWOOD CITY, ,4032006902,4032-006-902,13267,INGLEWOOD,3663 W 104TH ST  INGLEWOOD CA  90303-1921,010V,Residential,Single Family Residence, ,Vacant Land,TR=2464 LOT 27, 
10/20/2015,7113,INGLEWOOD CITY, ,4032007900,4032-007-900,13267,INGLEWOOD,3818 W 102ND ST  INGLEWOOD CA  90303-1008,010V,Residential,Single Family Residence, ,Vacant Land,LOCKHAVEN TRACT W 50 FT OF N 150 FT AND S 154.09 FT OF LOT 35, 
10/20/2015,7114,INGLEWOOD CITY, ,4032007901,4032-007-901,13267,INGLEWOOD,3836 W 102ND ST  INGLEWOOD CA  90303-1008,010V,Residential,Single Family Residence, ,Vacant Land,LOCKHAVEN TR W 50 FT OF LOT 33, 
10/20/2015,7116,INGLEWOOD CITY, ,4032007903,4032-007-903,13267,INGLEWOOD,3832 W 102ND ST  INGLEWOOD CA  90303-1008,050V,Residential,Five or More Units or Apartments (Any Combination),4 Stories or Less,Vacant Land,LOCKHAVEN E 50 FT OF LOT 33, 
10/20/2015,7119,INGLEWOOD CITY, ,4032008900,4032-008-900,13267,INGLEWOOD,3910 W 102ND ST  INGLEWOOD CA  90303-1010,010V,Residential,Single Family Residence, ,Vacant Land,LOCKHAVEN TRACT LOT 29, 
10/20/2015,7131,INGLEWOOD CITY, ,4034004900,4034-004-900,05231,INGLEWOOD  ,4045 W 101ST ST  INGLEWOOD CA  90304-1633,010V,Residential,Single Family Residence, ,Vacant Land,TR=211 W 31.56 FT OF S 138.04 FT OF N 279.07 FT OF LOT 564, 
10/20/2015,7132,INGLEWOOD CITY, ,4034004901,4034-004-901,05231,INGLEWOOD  ,4037 W 101ST ST  INGLEWOOD CA  90304-1633,100V,Commercial,Commercial, ,Vacant Land,TR=211 E 31.57 FT OF S 139.535 FT OF N 279.07 FT OF LOT  564, 
10/20/2015,7134,INGLEWOOD CITY, ,4034004903,4034-004-903,05231,INGLEWOOD  ,4039 W 101ST ST  INGLEWOOD CA  90304-1633,100V,Commercial,Commercial, ,Vacant Land,TR=211 W 31.56 FT OF E 63.13 FT OF S 139.535 FT OF N 279.07 FT OF LOT 564, 
10/20/2015,7136,INGLEWOOD CITY, ,4034004905,4034-004-905,05231,INGLEWOOD  ,4040 W CENTURY BLVD  INGLEWOOD CA  90304-1622,010V,Residential,Single Family Residence, ,Vacant Land,TR=211 W 31.56 FT OF E 63.13 FT OF S 122.535 FT OF N 139.535 FT OF LOT 564, 
10/20/2015,7137,INGLEWOOD CITY, ,4034004906,4034-004-906,05231,INGLEWOOD  ,4043 W 101ST ST  INGLEWOOD CA  90304-1633,010V,Residential,Single Family Residence, ,Vacant Land,TR=211 E 31.56 FT OF W 63.12 FT OF S 138.05 FT OF N 279.07 FT OF LOT 564, 
10/20/2015,7139,INGLEWOOD CITY, ,4034004908,4034-004-908,05231,INGLEWOOD  ,4042 W CENTURY BLVD  INGLEWOOD CA  90304-1622,010V,Residential,Single Family Residence, ,Vacant Land,TR=211 E 31.56 FT OF W 63.12 FT OF S 124.02 FT OF N 141.02 FT OF LOT 564, 
10/20/2015,7141,INGLEWOOD CITY, ,4034004910,4034-004-910,05231,INGLEWOOD  ,4036 W CENTURY BLVD  INGLEWOOD CA  90304-1622,010V,Residential,Single Family Residence, ,Vacant Land,TR=211 E 31.57 FT OF S 122.535 FT OF N 139.535 FT OF LOT 564, 
10/20/2015,7142,INGLEWOOD CITY, ,4034004911,4034-004-911,05231,INGLEWOOD  ,4033 W 101ST ST  INGLEWOOD CA  90304-1633,100V,Commercial,Commercial, ,Vacant Land,TR=211 W 63.125 FT OF S 139.54 FT OF N 279.07 FT OF LOT 563, 
10/20/2015,7153,INGLEWOOD CITY, ,4034005908,4034-005-908,05231,INGLEWOOD  ,4019 W 102ND ST  INGLEWOOD CA  90304-1629,010V,Residential,Single Family Residence, ,Vacant Land,TR 211 E 42.125 FT OF W 63.125 FT OF S 139.07 FT OF LOT 559, 
10/20/2015,7154,INGLEWOOD CITY, ,4034005909,4034-005-909,05231,INGLEWOOD  ,4036 W 101ST ST  INGLEWOOD CA  90304-1634,010V,Residential,Single Family Residence, ,Vacant Land,TR=211 E 63.125 FT OF N 139.57 FT OF S 279.07 FT OF LOT 557, 
10/20/2015,7155,INGLEWOOD CITY, ,4034005910,4034-005-910,05231,INGLEWOOD  ,4044 W 101ST ST  INGLEWOOD CA  90304-1634,010V,Residential,Single Family Residence, ,Vacant Land,TR=211 W 63.125 FT OF N 125 FT OF S 279 .07 FT OF LOT 557, 
10/20/2015,7156,INGLEWOOD CITY, ,4034005911,4034-005-911,05231,INGLEWOOD  ,4026 W 101ST ST  INGLEWOOD CA  90304-1634,010V,Residential,Single Family Residence, ,Vacant Land,TR=211 W 42.125 FT OF E 63.125 OF N 165 FT EX OF ST OF LOT 558, 
10/20/2015,7157,INGLEWOOD CITY, ,4034005912,4034-005-912,05231,INGLEWOOD  ,4022 W 101ST ST  INGLEWOOD CA  90304-1634,020V,Residential,"Double, Duplex, or Two Units",4 Stories or Less,Vacant Land,"TR=211 E 21 FT OF N 165 FT EX OF ST LOT 558,W 21 FT N 165 FT EX OF ST LOT 559", 
10/20/2015,7164,INGLEWOOD CITY, ,4126008901,4126-008-901,04560,INGLEWOOD  ,916 W OLIVE ST  INGLEWOOD CA  90301-2116,100V,Commercial,Commercial, ,Vacant Land,N 1/2 OF NW 1/4 OF SEC 32 T2S R14W E 50 FT OF W 100 FT OF LOT 3, 
10/20/2015,7165,INGLEWOOD CITY, ,4126008902,4126-008-902,04560,INGLEWOOD  ,912 W OLIVE ST  INGLEWOOD CA  90301-2116,100V,Commercial,Commercial, ,Vacant Land,N 1/2 OF NW 1/4 OF SEC 32 T2S R14W W 41 FT OF E 131 FT OF LOT 3, 
10/20/2015,7166,INGLEWOOD CITY, ,4126008904,4126-008-904,04560,INGLEWOOD  ,900 W OLIVE ST  INGLEWOOD CA  90301-2116,100V,Commercial,Commercial, ,Vacant Land,M R 36-3 E 90 FT OF LOT 3 IN N 1/2 OF NW 1/4 OF SEC 32 T3S R14W, 
10/20/2015,7167,INGLEWOOD CITY, ,4126008905,4126-008-905,04560,INGLEWOOD  ,327 S GLASGOW AVE  INGLEWOOD CA  90301-2107,100V,Commercial,Commercial, ,Vacant Land,"M R 36-3 N 82.5 FT LOT 23,S 55 FT LOT 18 IN N 1/2 NW 1/4 OF SEC 32 T2S R14W", 
10/20/2015,7169,INGLEWOOD CITY, ,4126008907,4126-008-907,04560,INGLEWOOD  ,920 W OLIVE ST  INGLEWOOD CA  90301-2116,100V,Commercial,Commercial, ,Vacant Land,M R 36-3 W 50 FT OF LOT 3 IN N 1/2 OF NW 1/4 OF SEC 32 T2S R14W, 
10/20/2015,7170,INGLEWOOD CITY, ,4126008908,4126-008-908,04560,INGLEWOOD  ,315 S GLASGOW AVE  INGLEWOOD CA  90301-2107,100V,Commercial,Commercial, ,Vacant Land,M R 36-3 N 110 FT OF LOT 18 IN N 1/2 OF NW 1/4 OF SEC 32 T2S R14W, 
10/20/2015,7171,INGLEWOOD CITY, ,4126008909,4126-008-909,04560,INGLEWOOD  ,343 S GLASGOW AVE  INGLEWOOD CA  90301-2107,100V,Commercial,Commercial, ,Vacant Land,N 1/2 OF NW 1/4 OF SEC 32 T2S R14W S 82.5 FT OF LOT 23, 
10/20/2015,7173,INGLEWOOD CITY HOUSING AUTHORITY, ,4011021900,4011-021-900,04569,INGLEWOOD  ,8244 CRENSHAW DR  INGLEWOOD CA  90305-1627,100V,Commercial,Commercial, ,Vacant Land,TR=10864 FOR DESC SEE ASSESSOR'S MAPS POR OF LOT 27, 
10/20/2015,7174,INGLEWOOD CITY HOUSING AUTHORITY, ,4011021901,4011-021-901,04569,INGLEWOOD  ,8205 CRENSHAW BLVD  INGLEWOOD CA  90305-1707,100V,Commercial,Commercial, ,Vacant Land,TR=10864 FOR DESC SEE ASSESSOR'S MAPS POR OF LOT 27, 
10/20/2015,7230,INGLEWOOD UNIFIED SCHOOL DIST, ,4102015900,4102-015-900,04565,INGLEWOOD  ,     ,010V,Residential,Single Family Residence, ,Vacant Land,*LOT COM AT INTERSECTION OF SE SEE ASSESSOR MAPBOOK FOR MISSING PORTION AND 4 IN SEC   20 T   2S R 14W, 
10/20/2015,7235,IRWINDALE CITY, ,8417029912,8417-029-912,03057,IRWINDALE  ,     ,100V,Commercial,Commercial, ,Vacant Land,OFFICIAL MAP AS PER BK 4 PG 58 TO 61 OF OM*(EX OF STS) LOT   15, 
10/20/2015,7236,IRWINDALE CITY, ,8417029913,8417-029-913,03057,IRWINDALE  ,     ,300V,Industrial,Industrial, ,Vacant Land,OFFICIAL MAP AS PER BK 4 P 58 TO 61 OF O M LOT   12, 
10/20/2015,7253,IRWINDALE CITY HOUSING AUTHORITY, ,8417002928,8417-002-928,03057,IRWINDALE  ,     ,010V,Residential,Single Family Residence, ,Vacant Land,"LAND DESC IN DOC 153382,012712 POR LOT 1 PM 340-68-69,POR LOT 6 ORANGE BELT TR", 
10/20/2015,7256,IRWINDALE CITY HOUSING AUTHORITY, ,8417028908,8417-028-908,03057,IRWINDALE  ,15821 HIDALGO ST  IRWINDALE CA  91706-2129,010V,Residential,Single Family Residence, ,Vacant Land,L S 14-32 E 60.70 FT OF N 113.49 FT OF LOT 9, 
10/20/2015,7257,IRWINDALE CITY HOUSING AUTHORITY, ,8417033953,8417-033-953,03057,IRWINDALE  ,4804 IRWINDALE AVE  IRWINDALE CA  91706-2130,010V,Residential,Single Family Residence, ,Vacant Land,O M 4-58-61 EX OF STS LOT 75, 
10/20/2015,7258,IRWINDALE CITY HOUSING AUTHORITY, ,8417033954,8417-033-954,03127,IRWINDALE  ,     ,100V,Commercial,Commercial, ,Vacant Land,O M 4-58-61 1/2 VAC ST ADJ LOT 75 ON NE, 
10/20/2015,7263,IRWINDALE CITY HOUSING AUTHORITY, ,8619012910,8619-012-910,02124,IRWINDALE  ,5239 MORADA ST  IRWINDALE CA  91706-2029,010V,Residential,Single Family Residence, ,Vacant Land,TR=4316   LOT 6, 
10/20/2015,7270,IRWINDALE SUCCESSOR AGENCY, ,8417029917,8417-029-917,03057,IRWINDALE  ,5130 IRWINDALE AVE  IRWINDALE CA  91706-2135,100V,Commercial,Commercial, ,Vacant Land,O M 4-58-61 EX OF ST LOT 5, 
10/20/2015,7271,IRWINDALE SUCCESSOR AGENCY, ,8417029927,8417-029-927,03057,IRWINDALE  ,5150 IRWINDALE AVE  IRWINDALE CA  91706-2135,100V,Commercial,Commercial, ,Vacant Land, O M 4-86 EX OF ST LOT 2B, 
10/20/2015,7272,IRWINDALE SUCCESSOR AGENCY, ,8417034911,8417-034-911,03126,IRWINDALE  ,5175 VINCENT AVE  IRWINDALE CA  91706-2017,300V,Industrial,Industrial, ,Vacant Land,FOR DESC SEE ASSESSOR'S MAPS POR OF SEC 9 T 1S R 10W, 
10/20/2015,7273,IRWINDALE SUCCESSOR AGENCY, ,8417035902,8417-035-902,03127,IRWINDALE  ,15768 ARROW HWY  IRWINDALE CA  91706-2005,300V,Industrial,Industrial, ,Vacant Land,FOR DESC SEE ASSESSOR'S MAPS POR OF NE 1/4 OF NW 1/4 OF SEC 9 T1S R10W, 
10/20/2015,7274,IRWINDALE SUCCESSOR AGENCY, ,8437019900,8437-019-900,02121,IRWINDALE  ,4224 ALDERSON AVE  IRWINDALE CA  91706-3324,300V,Industrial,Industrial, ,Vacant Land,"MB 13-28 LOTS 7,THRU 10,13 THRU 16,EX OF ST LOTS 11,12,EX R/W LOTS 6,17 THRU 20", 
10/20/2015,7275,IRWINDALE SUCCESSOR AGENCY, ,8437019901,8437-019-901,02121,IRWINDALE  ,14808 LOS ANGELES ST  IRWINDALE CA  91706-2730,300V,Industrial,Industrial, ,Vacant Land,"M B 13-28 LAND DESC IN DOC 2221869, 092302 POR OF LOTS 11 AND 12", 
10/20/2015,7280,IRWINDALE SUCCESSOR AGENCY, ,8533001916,8533-001-916,03424,IRWINDALE  ,2511 BUENA VISTA ST  IRWINDALE CA  91706,010V,Residential,Single Family Residence, ,Vacant Land,"J R LOFTUS TRACT NO 1 LEGAL DESC SEE DOC 1702060,911028 POR OF LOT 20", 
10/20/2015,7284,JAT AND ASSOCIATES LLC, ,3176021902,3176-021-902,05881,LANCASTER  ,VAC/COR AVE I/20TH STE  LANCASTER CA  93534,010V,Residential,Single Family Residence, ,Vacant Land,E 1/2 OF SE 1/4 OF SE 1/4 OF SE 1/4 EX OF STS OF SEC 12 T7N R12W, 
10/20/2015,7339,KB HOME GREATER LOS ANGELES INC, ,3170063900,3170-063-900,14653,LANCASTER  ,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=49864-06 LOT 293, 
10/20/2015,7355,KEPPEL UNION SCHOOL DISTRICT, ,3027022900,3027-022-900,04684,unincorporated,     ,010V,Residential,Single Family Residence, ,Vacant Land,"LAND DESC IN DOC 1756397,881101 POR OF SE 1/4 OF SEC 29 T6N R10W", 
10/20/2015,7356,KEPPEL UNION SCHOOL DISTRICT, ,3027022901,3027-022-901,04684,unincorporated,     ,010V,Residential,Single Family Residence, ,Vacant Land,"LAND DESC IN DOC 0383696,890312 POR OF SE 1/4 OF SEC 29 T6N R10W", 
10/20/2015,7380,"KOSTAL,LISA M TR LEWIS D BURWELL DECD TRUST", ,3004015915,3004-015-915,11772,PALMDALE   ,VAC/AVE R5/VIC TIERRA SUBIDA AVE  PALMDALE CA  93550,010V,Residential,Single Family Residence, ,Vacant Land,NE 1/4 OF NW 1/4 OF SE 1/4 OF NW 1/4 EX OF ST SEC 34 T6N R12W,20150920
10/20/2015,7387,LA CANADA-FLINTRIDGE CITY, ,5813008906,5813-008-906,04782,LA CANADA-FLINTRIDGE,     ,010V,Residential,Single Family Residence, ,Vacant Land,"TR=8827*LAND DESC IN DOC 1327484,861002 POR OF LOT    1", 
10/20/2015,7388,LA CANADA-FLINTRIDGE CITY, ,5813008907,5813-008-907,04782,LA CANADA-FLINTRIDGE,     ,010V,Residential,Single Family Residence, ,Vacant Land,"MR 5-328-329*LAND DESC IN DOC 1327484, 861002 POR OF LOT   95", 
10/20/2015,7389,LA CANADA-FLINTRIDGE CITY, ,5813008908,5813-008-908,04782,LA CANADA-FLINTRIDGE,     ,010V,Residential,Single Family Residence, ,Vacant Land,"TR=8827*LAND DESC IN DOC 1327484,861002 POR OF LOT    1", 
10/20/2015,7390,LA CANADA FLINTRIDGE CITY, ,5657021900,5657-021-900,04782,LA CANADA-FLINTRIDGE,     ,010V,Residential,Single Family Residence, ,Vacant Land,FLINTRIDGE FOR DESC SEE ASSESSOR'S MAPS POR OF LOT 36 BLK 16, 
10/20/2015,7391,LA CANADA FLINTRIDGE CITY, ,5657025900,5657-025-900,04782,LA CANADA-FLINTRIDGE,     ,010V,Residential,Single Family Residence, ,Vacant Land,FLINTRIDGE FOR DESC SEE ASSESSOR'S MAPS POR OF LOT 38 BLK 16, 
10/20/2015,7392,LA CANADA FLINTRIDGE CITY, ,5657025905,5657-025-905,04782,LA CANADA-FLINTRIDGE,     ,010V,Residential,Single Family Residence, ,Vacant Land,FLINTRIDGE FOR DESC SEE ASSESSOR'S MAPS POR OF LOT 37 BLK 16, 
10/20/2015,7393,LA CANADA FLINTRIDGE CITY, ,5657025906,5657-025-906,04782,LA CANADA-FLINTRIDGE,     ,010V,Residential,Single Family Residence, ,Vacant Land,"FLINTRIDGE LAND DESC IN DOC 1236938, 990707 POR OF LOT 37 BLK 16", 
10/20/2015,7394,LA CANADA FLINTRIDGE CITY, ,5810016900,5810-016-900,04076,LA CANADA-FLINTRIDGE,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=20816 LOT 36, 
10/20/2015,7395,LA CANADA FLINTRIDGE CITY, ,5810016901,5810-016-901,04076,LA CANADA-FLINTRIDGE,     ,010V,Residential,Single Family Residence, ,Vacant Land,"TR=7116 LAND DESC AS PAR 2 IN DOC 337066,010301 POR OF LOT 1", 
10/20/2015,7398,LA CANADA FLINTRIDGE CITY, ,5813012900,5813-012-900,04782,LA CANADA-FLINTRIDGE,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=8827 POR OF LOT 1, 
10/20/2015,7401,LA CANADA FLINTRIDGE CITY, ,5815001900,5815-001-900,05574,LA CANADA-FLINTRIDGE,     ,100V,Commercial,Commercial, ,Vacant Land,P M 364-15-18 LOT 6, 
10/20/2015,7402,LA CANADA FLINTRIDGE CITY, ,5821004900,5821-004-900,04782,LA CANADA-FLINTRIDGE,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=7266 1/2 VAC WALK ADJ ON S AND POR OF LOT 53, 
10/20/2015,7403,LA CANADA FLINTRIDGE CITY, ,5864004900,5864-004-900,04721,LA CANADA-FLINTRIDGE,     ,010V,Residential,Single Family Residence, ,Vacant Land,FOR DESC SEE ASSESSOR'S MAPS POR OF SW 1/4 OF SEC 26 T2N R13W AND POR MR 43-64, 
10/20/2015,7404,LA CANADA FLINTRIDGE CITY, ,5864006900,5864-006-900,04010,LA CANADA-FLINTRIDGE,     ,010V,Residential,Single Family Residence, ,Vacant Land,AMENDED MAP OF THE HILLARD TRACT FOR DESC SEE ASSESSOR'S MAPS POR LOT 18, 
10/20/2015,7405,LA CANADA FLINTRIDGE CITY, ,5864006901,5864-006-901,04721,LA CANADA-FLINTRIDGE,     ,010V,Residential,Single Family Residence, ,Vacant Land,FOR DESC SEE ASSESSOR'S MAPS POR LOT 18 M R 43-64 AND POR LOT 24 TR=4598, 
10/20/2015,7440,L A CITY, ,2004018900,2004-018-900,00016,LOS ANGELES,22345 MALDEN ST  LOS ANGELES CA  91304-2202,010V,Residential,Single Family Residence, ,Vacant Land,TR=20269 LOT 22, 
10/20/2015,7442,L A CITY, ,2004018902,2004-018-902,00016,LOS ANGELES,22322 NAPA ST  LOS ANGELES CA  91304-2209,010V,Residential,Single Family Residence, ,Vacant Land,TR=25303 LOT 28, 
10/20/2015,7450,L A CITY, ,2024023901,2024-023-901,00016,LOS ANGELES,     ,010V,Residential,Single Family Residence, ,Vacant Land,*TR=1000*W 237.5 FT OF E 647.5 FT OF S 635 FT (EX OF ST) OF LOT  961, 
10/20/2015,7456,L A CITY, ,2031025900,2031-025-900,05976,LOS ANGELES,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=32422 THAT POR IN TRA 5976 OF LOT 88, 
10/20/2015,7457,L A CITY, ,2031025901,2031-025-901,05975,LOS ANGELES,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=32422 THAT POR IN TRA 5975 OF LOT 88, 
10/20/2015,7475,L A CITY, ,2076010900,2076-010-900,00037,LOS ANGELES,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=9098 LOT 153, 
10/20/2015,7479,L A CITY, ,2106011900,2106-011-900,00016,LOS ANGELES,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=37428 LOT    A, 
10/20/2015,7480,L A CITY, ,2106011901,2106-011-901,00016,LOS ANGELES,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=37428 LOT    B, 
10/20/2015,7496,L A CITY, ,2112018900,2112-018-900,08852,LOS ANGELES,20937 SHERMAN WAY  LOS ANGELES CA  91303-1744,100V,Commercial,Commercial, ,Vacant Land,TR=8722 LOTS 6 THRU 10, 
10/20/2015,7518,L A CITY, ,2127015900,2127-015-900,00016,LOS ANGELES,     ,010V,Residential,Single Family Residence, ,Vacant Land,PARCEL MAP AS PER BK 177 P 41-42 OF P M LOT    1, 
10/20/2015,7530,L A CITY, ,2137019906,2137-019-906,00016,LOS ANGELES,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=1339*N 100 FT OF S 87.07 FT (EX OF ST) OF LOT   48, 
10/20/2015,7543,L A CITY, ,2160013907,2160-013-907,00037,LOS ANGELES,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=19559 LOT 37, 
10/20/2015,7545,L A CITY, ,2161017900,2161-017-900,00037,LOS ANGELES,     ,010V,Residential,Single Family Residence, ,Vacant Land,"TR=5475 LAND DESC IN DOC 2846241,122106 POR OF LOT 67", 
10/20/2015,7554,L A CITY, ,2175005900,2175-005-900,00037,LOS ANGELES,     ,010V,Residential,Single Family Residence, ,Vacant Land,*TR=2605*LOT COM AT SE COR OF LOT 54 TH NW ON SW LINE OF SD LOT 339.57 FT TH N 36¢59'40'' E 228.54 FT TH S 62¢ 20' E TO NW LINE OF VANALDEN AVE TH SW THEREON 185.11 FT TO BEG  POR OF LOT   54, 
10/20/2015,7556,L A CITY, ,2176026900,2176-026-900,00037,LOS ANGELES,18801 EDLEEN DR  LOS ANGELES CA  91356-4810,010V,Residential,Single Family Residence, ,Vacant Land,TR=26541 LOT 38, 
10/20/2015,7557,L A CITY, ,2176026901,2176-026-901,00037,LOS ANGELES,18813 EDLEEN DR  LOS ANGELES CA  91356-4810,010V,Residential,Single Family Residence, ,Vacant Land,TR=26541 LOT 36, 
10/20/2015,7558,L A CITY, ,2176026902,2176-026-902,00037,LOS ANGELES,18821 EDLEEN DR  LOS ANGELES CA  91356-4810,010V,Residential,Single Family Residence, ,Vacant Land,TR=26541 LOT 34, 
10/20/2015,7562,L A CITY, ,2178011900,2178-011-900,00037,LOS ANGELES,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=2605 FOR DESC SEE ASSESSOR'S MAPS POR OF LOT 108, 
10/20/2015,7629,L A CITY, ,2239007900,2239-007-900,00013,LOS ANGELES,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=38068 LOT    A, 
10/20/2015,7663,L A CITY, ,2259005904,2259-005-904,00016,LOS ANGELES,16843 MOORPARK ST  LOS ANGELES CA  91436-1043,010V,Residential,Single Family Residence, ,Vacant Land,TR=14783 LOT 129, 
10/20/2015,7669,L A CITY, ,2263036901,2263-036-901,00013,LOS ANGELES,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=40811 LOT    A, 
10/20/2015,7675,L A CITY, ,2265018905,2265-018-905,08849,LOS ANGELES,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=9275 LOT 239, 
10/20/2015,7676,L A CITY, ,2269015902,2269-015-902,00013,LOS ANGELES,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=23202 N 72 FT EX OF ST LOT 14, 
10/20/2015,7677,L A CITY, ,2269015903,2269-015-903,08849,LOS ANGELES,14157 RIVERSIDE DR  LOS ANGELES CA  91423-2323,100V,Commercial,Commercial, ,Vacant Land,TR=23202 EX OF ST LOT 15 AND S 10 FT EX OF ST LOT 14, 
10/20/2015,7682,L A CITY, ,2274014900,2274-014-900,00013,LOS ANGELES,3655 OAKFIELD DR  LOS ANGELES CA  91423-4429,010V,Residential,Single Family Residence, ,Vacant Land,TR=9426 LOT 117, 
10/20/2015,7684,L A CITY, ,2275017901,2275-017-901,00013,LOS ANGELES,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=5822 FOR DESC SEE ASSESSOR'S MAPS POR OF LOT 650, 
10/20/2015,7685,L A CITY, ,2275018900,2275-018-900,00013,LOS ANGELES,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=5822 FOR DESC SEE ASSESSOR'S MAPS POR OF LOT 646, 
10/20/2015,7686,L A CITY, ,2275018901,2275-018-901,00013,LOS ANGELES,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=5822 FOR DESC SEE ASSESSOR'S MAPS POR OF LOT 647, 
10/20/2015,7688,L A CITY, ,2277025900,2277-025-900,00013,LOS ANGELES,     ,010V,Residential,Single Family Residence, ,Vacant Land,POR OF LOT 646 TR NO 5822 AND POR OF LOTS 1109 AND 1110 TR NO 1000, 
10/20/2015,7693,L A CITY, ,2293010902,2293-010-902,00016,LOS ANGELES,     ,010V,Residential,Single Family Residence, ,Vacant Land,"*LAND DESC IN DOC 0952209,780828*TR= OFFICIAL MAP OF LOS ANGELES COUNTY*POR OF LOT    1", 
10/20/2015,7710,L A CITY, ,2314007901,2314-007-901,00013,LOS ANGELES,7943 VINELAND AVE  LOS ANGELES CA  91352-4477,100V,Commercial,Commercial, ,Vacant Land,TR=4749 EX OF ST S 50 FT OF LOT 2, 
10/20/2015,7726,L A CITY, ,2321020904,2321-020-904,08856,LOS ANGELES,6838 HINDS AVE  LOS ANGELES CA  91605-6004,010V,Residential,Single Family Residence, ,Vacant Land,TR=6024 LOT 145, 
10/20/2015,7727,L A CITY, ,2321020905,2321-020-905,08856,LOS ANGELES,6850 HINDS AVE  LOS ANGELES CA  91605-6004,010V,Residential,Single Family Residence, ,Vacant Land,TR=6024 LOT 146, 
10/20/2015,7766,L A CITY, ,2350011908,2350-011-908,00013,LOS ANGELES,     ,010V,Residential,Single Family Residence, ,Vacant Land,"LAND DESC IN DOC 1697791,930831 POR OF LOTS 3,J TR 10157,5,52 TO 58 TR 6397", 
10/20/2015,7793,L A CITY, ,2378018900,2378-018-900,00013,LOS ANGELES,11265 LAURIE DR  LOS ANGELES CA  91604-3878,010V,Residential,Single Family Residence, ,Vacant Land,TR=18686 LOT 4, 
10/20/2015,7794,L A CITY, ,2378018901,2378-018-901,00013,LOS ANGELES,11273 LAURIE DR  LOS ANGELES CA  91604-3878,010V,Residential,Single Family Residence, ,Vacant Land,TR=18686 LOT 4, 
10/20/2015,7796,L A CITY, ,2378018903,2378-018-903,00013,LOS ANGELES,3897 EUREKA DR  LOS ANGELES CA  91604-3107,010V,Residential,Single Family Residence, ,Vacant Land,POR LOT 19 TR NO 18686 AND POR LOT 3 M R 66-83-85 AND POR OF LOT 5 TR NO 5124, 
10/20/2015,7797,L A CITY, ,2378018904,2378-018-904,00013,LOS ANGELES,11253 LAURIE DR  LOS ANGELES CA  91604-3878,010V,Residential,Single Family Residence, ,Vacant Land,TR=18686 LOT 6, 
10/20/2015,7798,L A CITY, ,2378018905,2378-018-905,00013,LOS ANGELES,11259 LAURIE DR  LOS ANGELES CA  91604-3878,010V,Residential,Single Family Residence, ,Vacant Land,TR=18686 LOT 5, 
